area_id,state_ut,district,locality,crime_risk_index,accident_risk_index,road_condition_score,sanitation_hygiene_score,public_review_score,emergency_access_score,environment_score,infrastructure_score,tourist_facilities_score,tourist_safety_score,tourist_friendliness_score,data_status,real_data_sources,score_method,data_year,requested_region_quota
IN-00001,Odisha,Angul,Angul Heritage Area 0001,41.0,61.53,49.64,36.36,15.43,46.91,75.77,33.68,43.94,44.22,41.9,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,ODISHA_1000
IN-04392,Haryana,Panchkula,Panchkula Rural Area 2392,57.85,41.33,63.49,68.43,61.61,57.66,68.01,69.58,86.56,57.53,62.94,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04393,Haryana,Panipat,Panipat Tourist Zone 2393,68.88,59.87,88.46,44.89,90.53,61.67,78.69,18.58,41.47,57.48,63.85,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04394,Haryana,Rewari,Rewari Hill Area 2394,5.32,72.46,46.05,69.55,81.1,41.51,70.17,64.76,61.02,64.97,63.39,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04395,Haryana,Rohtak,Rohtak Urban Area 2395,25.75,23.35,85.18,95.88,95.66,15.39,83.1,47.13,89.36,77.26,75.39,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04396,Haryana,Sirsa,Sirsa Urban Area 2396,43.19,68.76,63.84,80.42,77.16,35.23,69.23,75.57,48.67,59.09,65.99,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04397,Haryana,Sonipat,Sonipat Market Area 2397,44.64,69.93,44.35,47.22,67.37,76.92,75.94,18.93,82.22,53.68,54.44,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04398,Haryana,Yamunanagar,Yamunanagar Nature Area 2398,67.13,80.65,54.81,20.66,54.77,41.63,68.31,49.12,76.78,38.23,45.0,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04399,Himachal Pradesh,Bilaspur,Bilaspur Urban Area 2399,42.64,58.2,15.01,28.95,44.29,53.95,42.08,75.78,66.3,41.35,40.75,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04400,Himachal Pradesh,Chamba,Chamba Market Area 2400,13.72,47.33,78.8,70.89,75.75,69.98,34.77,60.48,64.33,72.02,68.34,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04401,Himachal Pradesh,Hamirpur,Hamirpur Rural Area 2401,27.05,55.67,57.6,82.31,65.81,21.62,81.98,5.0,62.75,62.01,57.22,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04402,Himachal Pradesh,Kangra,Kangra Rural Area 2402,61.2,62.79,12.28,30.16,75.52,35.64,98.0,71.98,51.27,41.44,48.62,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04403,Himachal Pradesh,Kinnaur,Kinnaur Heritage Area 2403,30.17,39.88,63.53,70.26,34.37,51.31,44.78,98.0,37.77,59.07,59.4,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04404,Himachal Pradesh,Kullu,Kullu Beach Area 2404,61.42,62.83,26.01,56.68,63.25,33.6,48.16,38.96,47.7,42.88,44.68,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04405,Himachal Pradesh,Lahaul and Spiti,Lahaul and Spiti Transit Corridor 2405,65.47,36.98,60.27,27.34,63.9,79.14,74.45,59.79,35.23,52.45,57.18,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04406,Himachal Pradesh,Mandi,Mandi Temple Area 2406,29.98,56.18,61.57,92.37,48.17,32.73,62.11,39.59,59.13,60.77,58.95,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04407,Himachal Pradesh,Shimla,Shimla Market Area 2407,39.02,50.23,60.31,98.0,89.07,42.79,57.18,85.71,66.11,66.96,72.41,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04408,Himachal Pradesh,Sirmaur,Sirmaur Beach Area 2408,27.42,67.68,71.62,43.73,81.01,26.88,71.96,83.39,73.48,58.73,62.36,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04409,Himachal Pradesh,Solan,Solan Heritage Area 2409,76.27,68.65,40.72,50.82,71.08,38.16,76.63,42.02,45.03,42.68,50.74,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04410,Himachal Pradesh,Una,Una Market Area 2410,29.12,79.92,68.83,65.78,81.39,69.85,64.76,74.98,67.53,63.36,69.2,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04411,Jharkhand,Bokaro,Bokaro Hill Area 2411,48.9,89.08,50.08,24.61,88.54,51.36,30.69,83.98,58.56,45.57,52.48,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04412,Jharkhand,Chatra,Chatra Market Area 2412,27.68,95.0,69.39,46.39,94.15,64.0,65.53,68.68,68.1,60.0,66.31,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04413,Jharkhand,Deoghar,Deoghar Urban Area 2413,49.41,66.06,50.16,88.3,73.53,50.18,81.08,82.6,52.56,58.61,67.84,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04414,Jharkhand,Dhanbad,Dhanbad Nature Area 2414,20.51,58.5,27.79,68.19,68.12,73.37,98.0,41.37,69.89,62.95,61.63,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04415,Jharkhand,Dumka,Dumka Beach Area 2415,50.4,66.24,45.35,87.24,54.0,78.1,76.29,76.42,87.0,57.08,65.34,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04416,Jharkhand,East Singhbhum,East Singhbhum Tourist Zone 2416,24.49,36.84,18.33,98.0,70.61,78.12,46.3,88.6,36.53,66.52,65.97,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04417,Jharkhand,Garhwa,Garhwa Urban Area 2417,71.92,95.0,71.18,60.21,62.5,28.48,70.56,33.09,44.7,43.23,53.1,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04418,Jharkhand,Giridih,Giridih Tourist Zone 2418,72.23,66.8,68.84,78.61,59.89,71.52,60.94,66.3,43.26,53.22,64.28,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04419,Jharkhand,Godda,Godda Nature Area 2419,43.87,28.16,19.95,74.91,65.93,54.9,50.43,62.49,28.33,56.94,55.14,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04420,Jharkhand,Gumla,Gumla Nature Area 2420,24.44,43.46,75.54,56.74,75.95,54.35,82.51,53.05,57.15,68.17,67.27,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04421,Jharkhand,Hazaribagh,Hazaribagh Urban Area 2421,36.21,59.68,45.49,71.38,69.06,57.16,72.88,57.62,69.47,59.25,61.47,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04422,Jharkhand,Jamtara,Jamtara Beach Area 2422,27.18,38.24,98.0,89.93,27.18,42.82,77.11,62.95,49.67,67.87,67.52,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04423,Jharkhand,Khunti,Khunti Heritage Area 2423,61.01,58.05,41.25,49.7,57.53,72.18,65.32,58.11,75.44,48.8,54.03,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04424,Jharkhand,Koderma,Koderma Rural Area 2424,68.25,64.26,58.78,63.93,75.51,56.11,78.86,44.48,67.1,52.58,60.82,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04425,Jharkhand,Latehar,Latehar Nature Area 2425,18.77,68.24,89.38,78.32,84.86,71.2,56.45,98.0,56.32,72.9,78.67,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04426,Jharkhand,Lohardaga,Lohardaga Urban Area 2426,65.75,51.18,39.55,48.08,81.5,66.83,81.33,92.88,51.38,52.01,62.48,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04427,Jharkhand,Pakur,Pakur Transit Corridor 2427,88.72,69.78,39.34,44.16,52.72,69.51,31.67,63.49,62.41,36.32,45.98,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04428,Jharkhand,Palamu,Palamu Heritage Area 2428,52.63,50.01,42.14,87.43,77.67,72.46,69.73,82.3,36.58,61.16,68.82,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04429,Jharkhand,Ramgarh,Ramgarh Urban Area 2429,48.54,29.6,98.0,82.73,76.74,96.49,80.82,52.04,65.54,75.73,80.49,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04430,Jharkhand,Ranchi,Ranchi Heritage Area 2430,51.33,52.44,49.22,68.16,61.67,78.2,57.33,58.72,97.07,56.84,60.49,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04431,Jharkhand,Sahibganj,Sahibganj Beach Area 2431,49.0,32.85,63.38,69.79,74.7,58.2,43.54,67.0,71.39,62.0,63.55,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04432,Jharkhand,Seraikela Kharsawan,Seraikela Kharsawan Market Area 2432,20.04,95.0,71.28,95.94,58.22,40.58,65.44,63.85,33.44,61.89,66.27,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04433,Jharkhand,Simdega,Simdega Transit Corridor 2433,23.67,48.55,65.63,51.33,76.5,44.48,58.28,79.04,60.45,63.18,62.99,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04434,Jharkhand,West Singhbhum,West Singhbhum Urban Area 2434,53.39,32.79,58.45,71.33,54.29,64.2,82.83,79.5,96.59,59.91,65.24,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04435,Karnataka,Bagalkot,Bagalkot Tourist Zone 2435,33.54,47.95,55.77,78.9,61.25,57.05,68.4,31.14,64.4,62.93,60.78,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04436,Karnataka,Ballari,Ballari Beach Area 2436,30.91,22.99,43.75,74.16,65.31,81.28,79.41,66.38,54.73,68.41,67.29,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04437,Karnataka,Belagavi,Belagavi Heritage Area 2437,8.95,84.1,36.39,56.02,82.45,66.16,68.68,53.34,79.59,61.43,60.41,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04438,Karnataka,Bengaluru Rural,Bengaluru Rural Heritage Area 2438,25.41,6.92,89.08,49.83,52.69,44.35,40.93,49.44,64.72,67.83,59.17,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04439,Karnataka,Bengaluru Urban,Bengaluru Urban Market Area 2439,31.04,74.45,61.16,63.15,70.78,38.99,72.29,53.67,92.14,57.85,60.22,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04440,Karnataka,Bidar,Bidar Urban Area 2440,57.84,14.2,64.9,69.56,65.88,45.77,63.7,72.62,32.19,61.22,63.57,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04441,Karnataka,Chamarajanagar,Chamarajanagar Tourist Zone 2441,11.47,51.99,80.21,45.86,90.86,82.78,63.0,5.41,37.52,73.3,65.98,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04442,Karnataka,Chikkaballapur,Chikkaballapur Market Area 2442,68.87,57.14,26.92,91.51,78.56,56.75,63.48,60.66,66.26,52.61,60.79,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04443,Karnataka,Chikkamagaluru,Chikkamagaluru Beach Area 2443,63.09,87.57,63.25,11.43,65.97,82.9,96.76,44.77,79.59,45.32,54.87,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04444,Karnataka,Chitradurga,Chitradurga Tourist Zone 2444,49.12,95.0,35.44,45.47,71.96,51.04,50.95,5.0,57.84,44.05,44.64,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04445,Karnataka,Dakshina Kannada,Dakshina Kannada Market Area 2445,41.71,74.54,86.82,68.1,94.74,60.61,66.91,40.06,98.0,65.25,70.52,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04446,Karnataka,Davanagere,Davanagere Nature Area 2446,62.63,64.28,85.16,54.64,84.01,69.87,25.69,73.92,86.51,56.54,64.65,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04447,Karnataka,Dharwad,Dharwad Transit Corridor 2447,57.67,54.93,5.0,66.52,45.21,94.99,55.52,80.75,50.25,47.13,52.42,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04448,Karnataka,Gadag,Gadag Heritage Area 2448,15.03,63.2,70.41,48.55,68.9,87.67,72.43,70.65,98.0,67.33,68.09,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04449,Karnataka,Hassan,Hassan Market Area 2449,46.36,38.36,17.77,49.38,88.24,27.79,65.39,22.77,98.0,52.01,47.91,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04450,Karnataka,Haveri,Haveri Tourist Zone 2450,75.61,66.04,39.98,76.03,87.66,29.47,44.17,61.59,74.35,46.9,55.8,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04451,Karnataka,Kalaburagi,Kalaburagi Tourist Zone 2451,62.78,54.95,85.69,58.1,57.93,46.09,98.0,98.0,73.45,55.83,68.42,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04452,Karnataka,Kodagu,Kodagu Rural Area 2452,28.8,32.52,98.0,5.04,46.62,38.84,68.62,72.05,29.97,57.69,54.82,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04453,Karnataka,Kolar,Kolar Transit Corridor 2453,68.61,44.32,56.01,56.65,76.66,91.64,24.1,52.34,86.46,54.97,58.95,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04454,Karnataka,Koppal,Koppal Hill Area 2454,33.09,27.06,52.97,50.84,58.33,26.37,67.03,54.21,66.77,57.98,53.58,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04455,Karnataka,Mandya,Mandya Hill Area 2455,8.0,43.25,46.32,46.12,80.66,76.53,64.27,71.7,69.07,68.35,64.3,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04456,Karnataka,Mysuru,Mysuru Transit Corridor 2456,37.22,56.64,20.0,84.25,43.32,20.21,78.1,40.53,89.56,50.26,48.59,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04457,Karnataka,Raichur,Raichur Heritage Area 2457,21.34,29.17,96.31,61.75,72.12,30.95,56.44,5.0,34.76,70.73,61.45,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04458,Karnataka,Ramanagara,Ramanagara Hill Area 2458,37.9,85.65,50.88,46.85,89.4,85.47,54.39,46.35,78.08,57.01,60.95,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04459,Karnataka,Shivamogga,Shivamogga Heritage Area 2459,24.31,78.58,46.78,71.9,66.09,57.54,54.07,55.93,93.82,58.31,59.05,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
IN-04460,Karnataka,Tumakuru,Tumakuru Heritage Area 2460,26.51,37.41,77.74,60.44,78.66,76.9,98.0,29.12,70.04,72.88,71.15,SYNTHETIC_STARTER_DO_NOT_TREAT_AS_REAL,LGD; NCRB; Swachh Survekshan; road-accident; environment; POI/review data (to be integrated),Starter weighted heuristic; replace synthetic inputs with verified observations before ML training,2026,INDIA_REMAINDER_3000
